title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Методолог-аналитик,Публичная Компания «Freedom Finance Global PLC»,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Мы Некоммерческая организация международной направленности, входящая в группу компаний Freedom Holding Corp находимся в поисках Методолога-аналитика

Цель роли

Методолог-аналитик отвечает за научно-методическое сопровождение образовательных программ и инициатив Федерации, разработку и адаптацию учебных материалов, аналитическую поддержку проектов, участие в подготовке грантовых заявок, а также формирование базы знаний для школьников и учителей по всему миру.

Роль требует высокой квалификации, системного подхода, владения современными педагогическими моделями и умения работать в международной мультикультурной среде.

Основные задачи

Методологическое сопровождение

Разработка и адаптация образовательных программ по обучению шахматам для разных уровней (дошкольный, начальный, средний), а также по подготовке кадров по обучению шахматам;

Участие в создании учебно-методических пособий, учебных планов, глоссариев и рабочих тетрадей;

Подготовка методических рекомендаций для педагогов, тренеров, методистов;

Внедрение единых страновых стандартов преподавания с учётом международных практик и культурных различий;

Курирование локализаций и переводов учебных материалов.

Аналитическая и исследовательская деятельность

Проведение сравнительного анализа международных моделей школьного (дошкольного) шахматного образования;

Разработка и применение системы оценки эффективности программ (логическая модель, KPI, learning outcomes);

Сбор и анализ обратной связи от участников программ (учителя, дети, родители, школы и т.д.);

Подготовка аналитических отчётов, справок, обзоров для руководства и партнёров;

Поддержка научной и экспертной повестки Федерации, участие в исследованиях и публикациях.

Работа с цифровыми образовательными ресурсами

Формирование и сопровождение глобальной базы знаний Федерации (учебные материалы, видеокурсы, вебинары, геймифицированные модули, т.д.);

Методическая верификация и структурирование контента образовательного портала;

Сопровождение цифровых форматов обучения, в том числе LMS, blended learning и AI-инструментов;

Взаимодействие с IT-командой и дизайнерами по вопросам разработки цифровых продуктов.

Участие в грантовых инициативах и работе с донорами

Разработка содержательных разделов заявок на грантовое финансирование от международных организаций (UNICEF, UNESCO, USAID, GIZ, Erasmus+ и др.);

Подготовка проектных обоснований, логических моделей, методик оценки, учебных планов и обоснования значимости;

Мониторинг возможностей финансирования, участие в тендерах и календарном планировании заявок;

Подготовка образовательной отчетности для доноров: качественные и количественные показатели, выводы и рекомендации;

Работа в команде над многосторонними международными проектами с образовательным фокусом.

Международное взаимодействие

Взаимодействие с педагогическими университетами, научными центрами, школами и экспертными сообществами;

Участие в профильных форумах, рабочих группах и международных сессиях (UN SDG Forums, WISE, Bett и др.);

Поддержка миссии Федерации в области устойчивого развития, цифровизации образования и образовательного равенства.

Ключевые компетенции

Hard skills:

Участие в разработке и структурировании учебных программ и материалов (curriculum design, scaffolding, didactics);

Владение международными рамками: SDG 4, EQF, Bloom’s taxonomy, UDL, 21st Century Skills;

Навыки сбора и анализа данных, построения логических моделей (LogFrame), мониторинга и оценки (M&E);

Опыт написания грантовых заявок, методик оценки и отчётности;

Уверенное владение инструментами: Google Workspace, Excel, Canva, Miro, Notion, Moodle, Airtable и других релевантных;

Свободное владение английским языком (C1–C2), профессиональное владение письменной аналитикой.

Soft skills:

Системное и критическое мышление;

Структурный подход и высокий уровень письменной грамотности;

Внимательность к деталям и аналитическая строгость;

Гибкость и адаптивность к различным образовательным и культурным контекстам;

Навыки фасилитации, проведения интервью, сбора и синтеза экспертных мнений;

Самоорганизация, пунктуальность, умение работать в распределённых командах.

Что мы предлагаем

Работа на стыке образования, науки и международного сотрудничества;

Возможность влиять на глобальную образовательную повестку через внедрение шахмат;

Доступ к международной экспертизе и передовым методологиям;

Гибкий график и возможность удалённой работы;

Конкурентоспособная оплата труда, возможность участия в грантовых проектах;

Участие в крупнейших образовательных событиях и программах развития.

Кандидатам:
Отправьте свое CV и сопроводительное письмо на английском языке. Прошу обратить внимание что отклики без сопроводительного рассматриваться не будут.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо или гибрид,15 мая 2025,https://hh.kz/vacancy/120571858,"Анализ данных,MS Excel,Miro,Notion,Английский — C1 — Продвинутый"
International financial advisor / Независимый финансовый консультант,Anderida Financial Group,Вакансия опубликована 14 мая 2025 в Астане,"от 6 000 до 14 000 $ за месяц, на руки","Anderida Global — международная финансовая компания, резидент Международного финансового центра Астаны (МФЦА), команда из 100+ финансовых советников с клиентской базой в 46 странах от Латинской Америки до Новой Зеландии.

ГЛОБАЛЬНАЯ КАРЬЕРА НОВОГО УРОВНЯ
Независимый финансовый консультант в международной среде — это элитная интеллектуальная практика без границ. Вы строите собственный консалтинговый бизнес, работая с состоятельными клиентами по всему миру и используя глобальную финансовую инфраструктуру.

ИДЕАЛЬНЫЙ КАНДИДАТ
Мы приглашаем присоединиться к нам:

Профессионалов из международных финансовых институтов, ищущих свободы от корпоративных ограничений
Частнопрактикующих консультантов, юристов и коучей, стремящихся расширить свою продуктовую линейку
Специалистов из Big4 и консалтинговых компаний, желающих построить собственную практику
Экспатов и международных предпринимателей, обладающих доступом к премиальной аудитории
И любых других пассионарных людей, стремящихся работать из любой точки мира в интеллектуальной и высокодоходной сфере

ВАШИ ПРЕИМУЩЕСТВА

Истинная географическая независимость. Работайте из любой точки мира, выстраивая график в соответствии с вашим lifestyle-дизайном.
Доступ к глобальным финансовым рынкам. Используйте возможности ведущих мировых финансовых центров, включая МФЦА, для создания уникальных стратегий для клиентов.
Долгосрочные международные связи. Становитесь частью глобального сообщества финансовых профессионалов с доступом к международной экспертизе.
Построение международного личного бренда. Формирование репутации в качестве эксперта по финансовым стратегиям с международным признанием.

ПОДДЕРЖКА МИРОВОГО УРОВНЯ

AI-инфраструктура. Революционные технологии искусственного интеллекта автоматизируют рутинные процессы — от создания документов до финансового анализа, доступные на любом языке 24/7.
Интернациональная команда экспертов. Персональный бизнес-наставник и доступ к специалистам по международным финансовым продуктам для совместного обслуживания ваших клиентов.
Global Knowledge Hub. Постоянно обновляемая экосистема знаний с аналитическими материалами от экспертов из ведущих финансовых центров мира.
Интеграция в международное сообщество. Профессиональное развитие в группе консультантов со схожими целями (5-15 человек) и в рамках глобальной команды Anderida.
Эффективный Back Office. Полное административное и юридическое сопровождение, освобождающее вас от бумажной работы и позволяющее фокусироваться на клиентах.

МЕЖДУНАРОДНАЯ ПРОДУКТОВАЯ ЛИНЕЙКА

Глобальные инвестиционные стратегии с использованием нашей AI-платформы AFGate.
Уникальные инвестиционные возможности в различных юрисдикциях через ведущие международные брокерские платформы (Exante, Freedom Finance и др.)
Блокчейн стратегии и построение персональной инфраструктуры для инвестора «под ключ»
Премиальные международные страховые и пенсионные решения от элитных финансовых институтов (Investors Trust, Hansard Global, International Assurance Ltd. и пр.)
Комплексное структурирование активов с поддержкой международной юридической команды.
Эксклюзивная зарубежная инвестиционная недвижимость в локациях с наибольшим потенциалом (Мексика, США, Индонезия, Вьетнам и пр.)
Миграционные услуги высокого уровня — от получения статуса резидента МФЦА до программ ПМЖ и гражданства через инвестиции.

ПРОЦЕСС ОТБОРА И ИНТЕГРАЦИИ

Мы создаем глобальную сеть профессионалов высочайшего уровня:

AI-интервью с нашим рекрутером Анной (20-30 минут)
Встреча-знакомство с будущим бизнес-наставником
Разработка индивидуальной стратегии развития международной практики

Станьте архитектором глобальной финансовой практики и присоединитесь к международной элите независимых советников. С Anderida Global вы обретете интеллектуальную, финансовую и географическую свободу, помогая клиентам по всему миру строить будущее своего благосостояния.

Anderida Global — официальный резидент Международного финансового центра Астаны (МФЦА)",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,14 мая 2025,https://hh.kz/vacancy/120545300,Не указано
Финансовый менеджер проекта,BI Group,Вакансия опубликована 15 мая 2025 в Костанае,Не указано,"Обязанности:
Анализировать финансово-экономическое состояние предприятия и результаты его деятельности;
Проводить мероприятия, направленные на обеспечение платежеспособности предприятия, предупреждение образования и ликвидацию неиспользуемых материально-технических ресурсов, повышение рентабельности производства, увеличение прибыли, снижение издержек на производство и реализацию продукции (услуг), укрепление финансовой дисциплины;
Разрабатывать по перспективным объектам проекты финансовых планов, прогнозных балансов, бюджетов денежных средств, бюджетов доходов и расходов;
Разрабатывать методы регулирования финансовых результатов производственной деятельности предприятия (определение оптимальных вариантов формирования элементов себестоимости производства, распределения затрат, ценообразования, пр.);
Обеспечивать целевое использование собственных и заемных средств. Содействовать открытию кредитного финансирования;
Подготавливать график ежедневных платежей, расчетов с учетом установленных сроков и договорных обязательств;
Анализировать исполнение бюджета, управленческую и бухгалтерскую отчетность по финансовой деятельности предприятия. Проводить мониторинг статей БДР и БДДС с данными бухгалтерского учета;
Требования:
Высшее экономическое/ финансовое/ бухгалтерское образование;
Стаж финансово-бухгалтерской работы не менее 3-х лет;
Условия:
Стабильная оплата заработной платы; соц.пакет;
Перспектива карьерного и личностного роста внутри Холдинга;
Насыщенная корпоративная жизнь.",1–3 года,Полная занятость,График: 6/1,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120574416,"Управленческая отчетность,Формирование бюджета,Финансовый анализ,Анализ финансовых показателей,БДДС,БДР"
Супервайзер ВС,ТОО SATURN DISTRIBUTION (САТУРН ДИСТРИБЬЮШН),Вакансия опубликована 15 мая 2025 в Алматы,"от 600 000 ₸ за месяц, на руки","Обязанности:
Организация и контроль работы команды торговых представителей.
Подбор, адаптация новых сотрудников.
Обучение, мотивация и развитие сотрудников, проведение тренингов и наставничества.

Постановка целей и задач для подчинённых.

Контроль выполнения планов продаж.

Установление и поддержание эффективных коммуникаций внутри команды.
Контроль за соблюдением стандартов работы и корпоративных процедур.
Планирование и организация маршрутов торговых представителей (если это полевой формат).
Анализ эффективности работы каждого сотрудника (KPI, планы, показатели).
Анализ результатов работы команды, подготовка отчетов и предложений по улучшению показателей.
Разработка и внедрение мероприятий по увеличению продаж.
Участие в разработке стратегий продаж и их внедрение на уровне вверенной территорий.
Проведение регулярных встреч с командой для обсуждения текущих задач и достижения целей.

Участие в переговорах с ключевыми клиентами.

Решение конфликтных ситуаций и претензий.

Мониторинг удовлетворённости клиентов.

Аналитика и отчётность

• Сбор и анализ данных по продажам.

• Подготовка отчётов для руководства (ежедневных, еженедельных, ежемесячных).

• Анализ рынка и конкурентной среды.

Взаимодействие с другими подразделениями компании для обеспечения выполнения планов

• Передача обратной связи от клиентов в маркетинг, логистику и другие подразделения.

• Согласование акций, скидок и условий сотрудничества.
Требования:
Высшее образование (предпочтительно в области бизнеса, маркетинга или управления).
Опыт работы на аналогичной позиции от 3 лет (опыт в сфере продаж будет преимуществом).
Отличные навыки управления командой и лидерства.
Умение анализировать данные и принимать обоснованные решения.
Высокие коммуникативные навыки и способность к ведению переговоров.
Знание MS Office (Excel, PowerPoint) и опыт работы с CRM-системами.
Условия:
Конкурентоспособную заработную плату + бонусы по результатам работы.
Возможности для профессионального роста и развития.
Дружный коллектив и комфортные условия труда.
Корпоративное обучение и тренинги.
График работы 6/1
Офис находится на Елебекова 10/1 (Аль-Фараби- Достык) БЦ Venus, 4 блок, 1 эт.",3–6 лет,"Полная занятость
Стажировка",График: 6/1,Рабочие часы: 8,Формат работы: на месте работодателя или разъездной,15 мая 2025,https://hh.kz/vacancy/120398196,"Управление продажами,Стратегия продаж,Обучение и развитие,Управление персоналом,Ведение переговоров,Ориентация на результат,Лидерство,Система мотивации персонала,Мотивация сотрудников,Разработка долгосрочной системы мотивации,Найм персонала"
Директор Департамента экономики и планирования,"Волковгеология, АО",Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Обязанности:
Бизнес-планирование и стратегическое развитие Общества
Анализ и контроль финансово-экономических показателей, финансовых планов и бюджетов
Разработка и совершенствование методологии и документации в области экономики
Составление управленческой отчетности
Взаимодействие с внешними организациями по экономическим вопросам
Требования:
знание порядка разработки и утверждения планов производственно-хозяйственной деятельности;
знание экономических методов управления организацией и подходов к организации плановой работы;
знание порядка разработки нормативов материальных, трудовых и финансовых затрат;
знание экономических показателей организации;
знание порядка организации статистического учета, планово-учетной работы, сроков и принципов составления отчетности;
знание методов экономического анализа показателей производственно-хозяйственной деятельности организации и ее подразделений;
знание и применение методов проектного управления (планирование, реализация и достижение заявленных выгод и результатов проектов; эффективное взаимодействие с заинтересованными сторонами; применение практических шагов по саморазвитию в области управления проектами);
знание этики делового общения и навыки эффективной коммуникации.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120099186,"Финансовый анализ,Финансовые показатели,Финансовый контроль,Финансовая отчетность,План-факт анализ,Финансовая стратегия,Финансовое планирование,Экономический анализ,Планирование ресурсов,Планирование бюджета,Контроль бюджета,Планирование затрат,Экономическое обоснование,Формирование аналитической отчетности,Работа с большим объемом информации,Деловая переписка,Отчет о финансовых результатах,Казахский — C1 — Продвинутый,Русский — C1 — Продвинутый"
Младший тестировщик,ТОО Ломбард Деньги населению,Вакансия опубликована 15 мая 2025 в Костанае,Не указано,"На финтех проекты требуется специалист на позицию тестировщика. Проекты работают на территории трех стран: Казахстан, Россия, Филиппины. В рамках проектов мы создаем высоконагруженные, асинхронные, отказоустойчивые, безопасные финансовые сервисы. И что важно - постоянно добавляем новый функционал. Проекты, в основном, представляют собой backend и api для обслуживания наших клиентов через web, мобильные приложения и открытые api. В команде 30 человек, среди которых разработчики, тестировщики, системные аналитики, системные администраторы и техподдержка.

Обязанности:

Ручное тестирование

Составление отчетности по результатам тестирования

Выявление и описание багов

Описание тест-кейсов

Оформление и ведение документации

обучаться и повышать свой уровень;

читать техническую документацию;

изучать программные продукты, которые производит компания;

работать в команде тестировщиков и выполнять простые задачи по поиску ошибок;

учиться писать тест-кейсы, отрабатывать их и составлять репорты;

присутствовать на рабочих митингах, отчитываться о своей работе, вносить предложения.

Требования:

Понимать принципы тестирования

Понимать как устроен процесс разработки программного обеспечения

Уметь работать с базами данных с помощью SQL

Понимать как backend взаимодействует с мобильным приложением с помощью API

Умение отправлять запросы, и знать что такое GET, POST, PUT, DELETE, PATCH

Будет плюсом:

Умение работать с: Postman, cURL, и Swagger

Знание BPMN

Опыт разработки на любом ЯП, любых пет проектов

Умение работать с Linux системами

Условия:

Официальное оформление

Действующие высоконагруженные проекты;

Команда профессионалов, с которыми будут по плечу любые задачи;

Возможность удаленной работы;

Поддержка в развитии и обучении;",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,15 мая 2025,https://hh.kz/vacancy/118594005,"Тестирование,SQL"
Бизнес-аналитик (Финансовый аналитик),ТОО Hyundai Auto Kazakhstan,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Hyundai Auto Kazakhstan (официальный дистрибьютор Hyundai в Казахстане) ищет Бизнес-аналитика в команду

Просим внимательно читать наши условия и требования, ЗП указана к начислению (т.е. до вычета налогов), офис находится в МЕГЕ-2.

Обязанности:

Составление финансового анализа;
Сбор и консолидация информации для финансового анализа и отчетности;
Расчет, анализ контроль финансовых данных.
Требования:
Высшее образование экономическое или финансовое;
Знание программы EXCEL на уровне продвинутого пользователя;
Знание основ составление финансовой отчетности, формы и порядок финансовых расчетов;
Опыт работы на аналогичной должности не менее 3-5 лет (обязательно);
Аналитический склад ума
Условия:
График работы 5х2 (с 9:00 до 18:00);
Испытательный срок 3 месяца;
Современный просторный офис в Mega Alma-Ata;
Мед страховка;
Пенсионные отчисления;
Частичная оплата абонемента на спорт.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120589683,Не указано
Главный менеджер Управления продаж малому и среднего бизнеса,АО Нурбанк,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"Обязанности:

1. Знание финансового анализа субъектов МСБ; навыки финансово - экономического анализа, мониторинга по проектам финансирования малого и среднего бизнеса, рассмотрение заключений соответствующих структурных подразделений.
2. Презентация проектов финансирования и иных вопросов на рассмотрение соответствующего уполномоченного органа Банка и составление драфтов по принятым решениям.
3. Координирование работы отделов МСБ филиалов: привлечение и написание проектов; достижение плановых показателей; подбор кадров и обучение кредитных специалистов филиала.
4. Курирование работы отделов МСБ филиалов по пост-кредитному обслуживанию клиентов, в т.ч. по исполнению всех особых условий, выставленных клиенту в условиях финансирования.
5. Сбор предложений от курируемых подразделений в филиалах Банка по вопросам повышения эффективности продвижения продуктов клиентам МСБ.
6. Оказание консультационной поддержки курируемым подразделениям в филиалах Банка по вопросам.
7. Отслеживание исполнения плановых показателей по объемам судного и депозитного портфелей.
8. Рассмотрение поступающих в Банк претензий и жалоб клиентов Банка и подготовке ответов на предъявленные иски, а также претензий клиентов и нарушении ими условий договоров.
9. Отработка просрочек клиентов малого и среднего бизнеса.
10. Командировки по регионам для поддержания эффективной работы отделов МСБ курируемых филиалов.

Требования:

- Образование: высшее экономическое /финансовое
- Опыт работы: опыт работы по специальности в банковской или финансовой сфере минимум 2 года, опыт работы в МСБ.


Квалификационные требования:
- Навыки работы на компьютере, знание основных программ стандартного пакета MS Office (пользователь);
-Знания банковского законодательства и нормативных правовых актов, регулирующих деятельность БВУ в Республике Казахстан;
- Навыки проведения финансового анализа;
- Навыки презентации;
- Навыки этики делового общения;
- Грамотная письменная и устная речь.

Обязательные знания:
- Знание финансового анализа деятельности
- Знание действующего законодательства РК,
- Компьютерная грамотность и владение навыками работы с оргтехникой.


Дополнительно:
- Услуги фитнес клуба в рассрочку на льготных условиях;
- Внутренние и внешние программы обучения, развития;
- Дружный коллектив, хороший микроклимат, корпоративная культура,
- Автомобильная стоянка.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,14 мая 2025,https://hh.kz/vacancy/120540188,Не указано
Кредитный Эксперт,АО МФО ОнлайнКазФинанс (ТМ Solva),Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"С чем предстоит работать:
Работа выездная, не офисная, необходим выезд на место бизнеса для рекламы и привлечения (работа ""в поле"" - ТД, рынки, базары - где размещен Малый и Средний бизнес)
На постоянной основе проводить прямую рекламу кредитных продуктов для привлечения клиентов субъекта МСБ;
Осуществлять подробную консультацию потенциальных клиентов субъекта МСБ по условиям кредитования для выбора условий продукта, соответствующего их потребностям;
Проводить предварительную классификацию Клиента в соответствии с требованиями Компании;
При необходимости и наличии соответствующей возможности оказывать консультационную помощь при регистрации заявки Клиента на сайте;
Проводить оценку кредитоспособности Клиента;
Осуществлять сбор и подписание оригиналов Документов, а также дополнительных документов, необходимых в соответствии с требованиями законодательства Республики Казахстан и/или внутренними документами Компании.

Если у тебя:

Опыт работы в сфере продаж;

Желательно опыт работы в сфере кредитования клиентов МСБ, прямых продажах;

Желательно знание правил долгосрочного и краткосрочного кредитования;

Опыт работы в проведении и оценке финансового анализа клиентов МСБ будет преимуществом.

Мы предлагаем:
Работу в крупном финансовом холдинге, зарекомендовавшим себя как надежный работодатель;
Профессиональный менеджмент и команда, готовая делиться опытом, идеями и вдохновлять;
Неограниченные возможности профессионального роста;
Оформление в соответствии с ТК РК;
Оклад + ежемесячные премии;
График работы: 5/2 09:00-18:00;
Отпуск 28 дней, 8 Day off;
Бесплатные курсы английского языка;
ДМС или 1FIT на выбор;
Обучение и повышение квалификации за счет компании;
Насыщенную корпоративную жизнь;
Комфортный офис в центре города.

Если ты ищешь стабильную работу, с возможностью роста и развития в успешной компании, добро пожаловать в SOLVA!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120565004,"Прямые продажи,Поиск и привлечение клиентов,Кредитные договоры,Консультирование,Финансовый менеджмент"
Финансовый менеджер в сфере строительства,ТОО TUMAR Group,Вакансия опубликована 15 мая 2025 в Астане,Не указано,"В строительную компанию TUMAR Group требуется Финансовый менеджер с обязательным опытом работы в данной сфере. Штат компании около 200 сотрудников. Наш центральный офис находится в г.Астана.
Мы ищем профессионала, трудоголика, финансиста по призванию. Нам нужен самостоятельный сильный специалист, который имеет отличные результаты на предыдущих местах работы и умеет делать все ""своими руками"".

Обязанности:
• Построение финансово-экономических моделей;
• Формирование и контроль бюджета проектов;
• Формирование и анализ управленческой отчетности и расшифровок к ним;
• Анализ доходов и расходов организации;
• Сотрудничество в автоматизации управленческой отчетности;
• Выполнение отдельных служебных поручений своего непосредственного руководителя;
• Подготовка финансовой отчетности с различными видами расшифровок;
• Анализ финансовых показателей компании;
• Участие в процессе принятия управленческих решений по сокращению затрат, управлению рентабельностью.

Требования:
• Знание Excel - на уровне уверенного пользователя.
• Знание принципов управленческого учета.
• 1С: Предприятие – Бухгалтерия
• Высшее экономическое, финансовое образование.
• Желателен опыт работы в строительной компании, составление бизнес-планов, финансовое моделирование, опыт работы в крупных компаниях.
• Знание основ ведения налогового, аудиторского и бухгалтерского учета
• Способность обрабатывать большие объемы информации в сжатые сроки, высокая скорость мышления.
• Умение перерабатывать и анализировать большие объемы информации.

Что мы предлагаем:
- Прозрачная система расчета заработной платы;
- Широкие возможности для роста и развития сотрудника;
- График работы: 5/2 с 09:00 до 18:00.
- Оформление по ТК РК.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,15 мая 2025,https://hh.kz/vacancy/120562176,"Финансовое моделирование,Финансовый контроль,Финансовая отчетность,Финансовый анализ,Английский — C1 — Продвинутый"
