title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Golang-разработчик,ТОО Butterfly Effect,Астана,Не указано,"IT-компания 7Generation GROUP ищет сотрудника, который готов стать частью дружной команды.

Обязанности:

Разработка и поддержка backend-сервисов на Go;

Проектирование и реализация новых компонентов системы;

Интеграция с внешними системами и внутренними модулями (REST, gRPC);

Оптимизация производительности, работа с БД, контейнерами и оркестраторами;

Участие в процессе код-ревью, работа в тесной связке с DevOps и тестировщиками;

Участие в планировании и обсуждении архитектурных решений.

Требования:
Опыт разработки на Golang от 3-ех лет;
Опыт работы с базами данных: MySQL, PostgreSQL, MongoDB, Cassandra, Redis и др.;
Опыт работы с контейнерами (Docker) и оркестраторами (Kubernetes);
Уверенное знание Git и командной разработки;
Опыт работы с Linux и базовыми консольными инструментами.
Условия:
Английский и Казахский языки: бесплатно и удобно, прямо внутри компании;
Заботимся о форме и здоровье: компенсируем фитнес и медицинские услуги;
Мы за активный отдых: футбол, баскетбол, яркие летний и зимний корпоративы;
Корпоративная библиотека для поиска идей и решения рабочих задач;
Настольный теннис в офисе для коротких перерывов и заряда энергией.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120584348,Не указано,Не указано,2025-05-15
Эксперт отдела консолидированной финансовой отчетности,BI Group,Астана,Не указано,"BI Group - За 30 лет успешной работы мы заслужили высокую репутацию надежного партнера, реализующего строительство объектов жилой и коммерческой недвижимости. Мы создаем комфортные и безопасные условия труда, вкладываемся в обучение и развитие персонала, вовлекаем сотрудников в яркую корпоративную среду!

Наши сотрудники регулярно обучаются в корпоративном университете BI. В дополнение к корпоративному обучению, мы поддерживаем сотрудников в получении международных финансовых сертификатов, таких как ACCA, что способствует их профессиональному росту и повышению компетентности.

Обязанности:

Подготовка консолидированной финансовой отчетности по стандартам МСФО;

Анализ приобретений и слияний для включения в периметр консолидации;

Формирование финансовых отчетов и расчет элиминаций внутригрупповых транзакций;

Сопровождение внешнего аудита и взаимодействие с аудиторами;

Участие в автоматизации процесса отчетности и сотрудничество с аналитиками и методологами;

Требования:

Высшее профессиональное образование в области бухгалтерского учета, аудита, экономики или финансов;

Наличие бумаг F1-F9 международного сертификата ACCA или обучение на их получение;

Опыт работы по специальности 2-3 года;

Владение программами: 1С Бухгалтерия, ERP;

Знание МСФО и приветствуется опыт работы в аудиторской компании;

Условия:

Стабильная оплата заработной платы, премии;

Перспектива карьерного и личностного роста внутри Холдинга;

Насыщенная корпоративная жизнь.

Присоединяйся к нашей команде и открой для себя уникальные возможности карьерного роста и профессионального развития!",1–3 года,Полная занятость,График: 5/2,8,Не указано,16 мая 2025,https://hh.kz/vacancy/120611300,Не указано,Не указано,2025-05-16
Business Analysis and Business Intelligence (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана,Не указано,"Start your journey in IT with EPAM's industry experts! The training cost is fully covered by the Tech Orda program voucher worth 400,000 tenge, with partial funding provided by EPAM.

To get into the program, you need to undergo a preliminary competitive selection process.

The Business Analysis and Business Intelligence program equips you with practical skills to analyze business processes, define requirements, and turn data into actionable insights using modern tools and methodologies.

Requirements:

Knowledge of English B2+ (Upper intermediate).

Soft Skills: Solid communicator, humble leader, and team player eager to learn.

Meet the requirements of Tech Orda (https://epa.ms/TechOrda-specs)

Uploaded self-presentation video.

Uploaded CV.

What you will gain from this program:

Master the core concepts of business analysis – understand key terms, plan activities, define deliverables, and build effective collaboration with stakeholders.

Document and model requirements – learn to capture business, user, solution, and transition requirements using UML and BPMN.

Leverage AI tools in business analysis – apply ChatGPT in real-world scenarios, write effective prompts, and enhance your analytical decision-making with prompt engineering.

Understand the BI Analyst’s role and data-driven decision-making – explore how data supports business outcomes and what skills and responsibilities define a BI Analyst.

Build conceptual data models – capture business concepts and relationships using modeling tools and develop strong data structuring skills.

Develop data visualization and dashboard design skills – create dashboards that clearly communicate key insights to support strategic decisions.

Gain practical knowledge in project and risk management – learn to manage product requirements throughout the development process and address potential risks in business analysis activities.

Benefits of our program:

Fundamental knowledge in Business Analysis and BI. The program covers key analysis methodologies, requirements management, data handling, and visualization — everything you need to confidently start your career in the field.

Industry-standard engineering practices. Learn and apply skills that align with current industry standards while working alongside EPAM’s leading experts.

Practical, hands-on learning. The program emphasizes real-world application through hands-on exercises, practical labs, and scenario-based tasks.",не требуется,Частичная занятость,График: 5/2,2 или 3,Удалённо,15 мая 2025,https://hh.kz/vacancy/120594979,Не указано,Не указано,2025-05-15
Финансовый менеджер,ТОО PGS Astana,Астана,Не указано,"Обязанности:

- Анализировать финансово-экономическое состояние предприятия и результаты его деятельности;

Проводить мероприятия, направленные на обеспечение платежеспособности предприятия, предупреждение образования и ликвидацию неиспользуемых материально-технических ресурсов, повышение рентабельности производства, увеличение прибыли, снижение издержек на производство и реализацию продукции (услуг), укрепление финансовой дисциплины;
Разрабатывать по перспективным объектам проекты финансовых планов, бюджетов денежных средств, бюджетов доходов и расходов;
Разрабатывать методы регулирования финансовых результатов производственной деятельности предприятия (определение оптимальных вариантов формирования элементов себестоимости производства, распределения затрат, ценообразования, пр.);
Обеспечивать целевое использование собственных и заемных средств. Содействовать открытию кредитного финансирования;
Подготавливать график ежедневных платежей, расчетов с учетом установленных сроков и договорных обязательств;

Анализировать исполнение бюджета, управленческую и бухгалтерскую отчетность по финансовой деятельности предприятия. Проводить мониторинг статей БДР и БДДС с данными бухгалтерского учета

Требования:
Высшее экономическое/ финансовое/ бухгалтерское образование;
Стаж финансово-бухгалтерской работы не менее 3-х лет
Условия:
Стабильная оплата заработной платы, доплата за питание, премии, бонусы;
График работы 5/2, 09:00-18:00ч
Заработная плата по итогам собеседования",1–3 года,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120570351,Не указано,Не указано,2025-05-15
Разработчик,ТОО Микрофинансовая организация ФРИДОМ ФИНАНС Кредит,Алматы,Не указано,"Основные обязанности:

Разработка, внедрение, тестирование и сопровождение скоринговых моделей для кредитных продуктов;

Анализ качества скоринговых моделей;

Составление технических заданий на разработку витрин данных и иных источников информации необходимых для построения и внедрения скоринговых моделей;

Анализ данных в кредитных продуктах банка;

Разработка автоматизированных аналитических отчетов для кредитных продуктов.

Требование к кандидату:

Высшее математическое/экономическое/финансовое/техническое

Будет плюсом наличие сертификатов по Python и Machine Learning (Data Science)

Будет плюсом опыт работы в Банке/МФО на позиции риск-аналитика

Условия:

Вас ждёт команда профессионалов;

Официальное трудоустройство согласно ТК РК;

Работу с понедельника по пятницу с 09.00 до 18.00 в офисе;

Работу в дружной команде, поддерживающей здоровый климат;

Стильный, уютный офис в центре города, lunch/relax зоны;

Регулярные корпоративные мероприятия и командообразующие игры;

Профессиональное развитие и карьерный рост;

Отпуск 30 календарных дней;

​​​​​​

​​​​​​

​​​​​",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,15 мая 2025,https://hh.kz/vacancy/120413463,Не указано,Не указано,2025-05-15
React.JS Frontend-разработчик,ТОО Tarlan Payments (Тарлан Пэйментс),Алматы,Не указано,"«Tarlan Payments» имеет ряд успешно реализованных с нуля проектов в финтех-сфере.

Мы создаем безпасные и надежные FinTech продукты и сервисы и растем вместе с нашими партнерами безгранично.

Наши ценности:

Discover — Открывай

Мы верим в поиск нового и стремление к лучшему. Будь любопытным: изучай тренды, технологии, решения. Слушай и учись: новые идеи приходят отовсюду. Вопросы важны: не бойся уточнять и искать глубину.

Engage — Вовлекайся

Мы ценим искреннюю вовлеченность и работу в команде. Будь активным участником: делись мнением, предлагай идеи. Сотрудничай: поддерживай коллег и ищи общие решения. Действуй с энтузиазмом: успех команды начинается с тебя.

Achieve — Достигай

Мы нацелены на результат и рост. Ставь четкие цели: понимай, к чему стремишься. Держи фокус: избегай отвлечений. Отмечай успехи: учись на достижениях и продолжай двигаться вперед.

Мы ценим каждого в нашей команде, ведь каждый из нас - высококомпетентный профессионал, которому важно, чтобы его продукт был лучшим в решении задач. Мы лучшие в своём деле!


Настоятельно просим внимательно ознакомиться с описанием вакансии до конца!

Чем предстоит заниматься:

Осуществлять разработку/доработку программного обеспечения, включая создание кода, программ и скриптов в соответствии с требованиями проекта, правилами и регламентами;
Проводить самостоятельную проверку кода на ошибки, участвовать в тестировании продукта для обеспечения его надежности и функциональности;
Обеспечивать поддержку и обновление существующего программного обеспечения, решение проблем и ошибок своих задач, а также на основании задач технического лидера;
Проводить документирование кода, архитектуры и процессов разработки в рамках своих задач, а также по заданию технического лидера;
Обеспечивать качественное и своевременное выполнение своих задач с уровнем сложности и со скоростью решения в соответствии со своим уровнем (грейдом) компетенций разработки;
Отслеживать и применять по согласованию с техническим лидером новые технологии и инструменты для постоянного улучшения качества и производительности своей работы.

Кого мы ищем:

Язык программирования JavaScript (профилирующий стек), включая: глубокие знания основ и принципов JS, знание React и его основных принципов, опыт разработки с использованием React и его библиотек. Знание и опыт работы с инструментами для тестирования React-компонентов;
Опыт работы в целевом стеке не менее 1 года;
Опыт работы с HTML, CSS и JavaScript, а также современными стандартами;
Умение создавать адаптивный интерфейс и использовать CSS-фреймворки;
Навыки кросс-браузерной и кросс-платформенной разработки;
Знание управления состоянием приложения с помощью библиотеки Redux;
Опыт работы с RESTful API: умение взаимодействовать с бэкенд-сервером, обрабатывать данные из API;
Умение работать с Git, включая создание и слияние веток, управление конфликтами и решение проблем с версионированием кода;
Опыт работы с сборщиками модулей (например, Vite, Webpack);
Понимание основ архитектуры Kubernetes;
Понимание концепций контейнеризации;
Знание принципов DevOps и автоматизации процессов разработки и развертывания; опыт работы с инструментами для непрерывной интеграции и непрерывного развертывания (CI/CD);
Знание основных принципов безопасности приложений и умение применять их в разработке; понимание основных уязвимостей и методов защиты веб-приложений;
Знание Linux и умение работать с командной строкой;
Знание различных интегрированных сред разработки (IDE) и умение использовать их для эффективной разработки;
Будет огромным преимуществом понимание принципов работы платежных систем.

Что мы предлагаем:

Работа в комфортном, современно оборудованном офисе класса А;
График работы 5/2 с 10:00 до 19:00 (только офис);
Полностью белая заработная плата;
Уровень заработной платы оговаривается на собеседовании;
Социальный пакет на выбор: добровольное медицинское страхование, годовой абонемент в спортивный зал или оплата чек-апа;
Компенсация 70% стоимости корпоративных обедов;
Welcome pack;
Стильный мерч по факту прохождения испытательного срока - 3 месяца;
Работа по Agile;
Отсутствие строгого дресс-кода;
Материальные поощрения за годовщины работы в компании;
Бесплатный кофе, фрукты, орехи и прочие вкусняшки в офисе каждый день;
Крупные корпоративы 2 раза в год и разные тимбилдинги между ними;
Спортивные мероприятия и киберспортивные турниры по различным дисциплинам с крупными призами для победителей.

В сопроводительном письме необходимо указать зарплатные ожидания.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,15 мая 2025,https://hh.kz/vacancy/119774522,Не указано,Не указано,2025-05-15
Маркетинговый аналитик,АО Kolesa (АО Колеса),Алматы,"от 900 000 до 1 100 000 ₸ за месяц, на руки","Kolesa Group — международная IT‑компания, строим классифайды для миллионов пользователей. Наши продукты — kolesa.kz | krisha.kz | avtoelon.uz — помогают людям и бизнесам продавать и покупать авто, недвижимость, товары и услуги.

О вакансии:

В нашу команду Аналитики, которая занимается крутыми проектами: находит точки роста продуктов, строит модели монетизации, визуализирует бизнес-показатели и конверсии, находит в данных инсайты и предлагает бизнесу решения требуется маркетинговый аналитик.

Команда состоит из крутых профессионалов, собранных из разных точек мира и ставит перед собой амбициозную задачу – построить Data Driven Company. Интересные задачи и использование передового технологического стека для аналитики и маркетинга гарантируем!

И главное, мы делаем полезные для миллионов людей, присоединяйся!

Тебе предстоит:

Помогать оптимизировать наш маркетинг. Заниматься оптимизацией и повышением эффективности компаний. Строить и улучшать воронки;

Анализировать показатели сайтов и приложений для принятия продуктовых решений;

Визуализировать данные, создавать отчеты и делать выводы;

Искать инсайты в большом объеме данных для формирования маркетинговой стратегии;

Работать с командой маркетинга, data-инженерами, продуктовыми-аналитиками;

Формулировать гипотезы, запускать A/B тесты, causal inference эксперименты и подводить итоги;

Обеспечивать качество сбора данных и активно работать с DWH-инженерами;

Использовать инструментарий ML для более глубокого понимания и решения проблем в маркетинге.

Мы ждем от тебя:

Опыт работы с SQL;

Базовый Python;

Опыт с Google-Аналитика /Firebase / Яндекс-Метрика / Яндекс-App метрика или с Базовый другими системами app/web аналитики;

Понимание роли интернет-маркетинга в digtital-компаниях.

Будет преимуществом:

Опыт работы с Python;

Опыт работы с API маркетинговых инструментов (GA, AppМетрика);

Знание и опыт работы в BI системах (мы используем Microsoft Power BI);

Опыт работы со стеком Google Cloud (наша DWH построена на Google Big Query) или другими облачными хранилищами;

Знание и навыки проведения экспериментов. A/B тесты, Causal Inference методики, бутстрап и прочее;

Большим плюсом будет релевантный опыт в отделах маркетинга;

Опыт работы с ETL и системами оркестрации (предпочтительно Airflow);

Опыт работы с Я.Директ, AdWords, Facebook/Instagram, VK, MyTarget и т.п.

Что приятного предлагаем:

Работу над продуктами, которыми пользуются 12 миллионов казахстанцев;

Работу в одном из самых масштабных проектов Казнета;

Дружную и профессиональную команду, готовую в любой момент помочь и поддержать;

Социальный пакет на выбор: медицинская страховка по VIP-пакету; услуги психолога, оплата фитнеса, услуги стоматологии, обучения, авиабилетов, компенсация дет.сада, частных школ или ГСМ;

Обучение английскому и казахскому языку;

Участие в митапах, тренингах и мастер-классах, доступ к огромной библиотеке;

Офис с современной техникой, в формате оупенспейса в центре города, доступный 24/7;

Отсутствие дресс-кода и бюрократии, свобода в реализации интересных проектов;

Поддерживаем инициативу и готовы реализовывать проекты, которых в КЗ никто не делал;

Программа релокации для иногородних сотрудников.

#referral",3–6 лет,Полная занятость,График: 5/2,8,Гибрид,15 мая 2025,https://hh.kz/vacancy/120591580,Не указано,900000-1100000 ₸,2025-05-15
Финансовый директор,ТОО ADM Company,Алматы,Не указано,"Компания, занимающуюся железнодорожной логистикой с собственным парком вагонов (оперирование и экспедирование) находится в поиске финансового директора.

Обязанности:

Ведение финансового учета (управленческого и бухгалтерского), консолидация и анализ данных, визуализация отчетности

Бюджетирование, план-фактный анализ бюджета, ежеквартальный финансовый мониторинг, оперативное планирование денежных потоков

Разработка финансово-экономической модели новых проектов, плановой калькуляции себестоимости, финансовых показателей окупаемости проекта, составление бизнес-планов

Налоговое администрирование, оптимизация налогообложения и расходов компании

Работа с финансовыми институтами, привлечение финансирования. Субсидирование

Взаимодействие с оценочными и страховыми компаниями

Требования:

Высшее экономическое/финансовое образование
Опыт работы финансовым директором не менее 3 лет в сфере ЖД логистики
Знание НК РК в части экспедирования и перевозок
Желательно знание Power BI

Условия:

Заработная плата обсуждается на собеседовании, в зависимости от квалификации и зарплатных ожиданий кандидата

Комфортный офис в центре города, в районе парка 28 Панфиловцев

График: 5/2 (выходные - сб, вск), с 08.00 до 17.00

Комплексные обеды за счет компании",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,16 мая 2025,https://hh.kz/vacancy/117971322,Не указано,Не указано,2025-05-16
Product Management with AI (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Алматы,Не указано,"Start your journey in IT with EPAM's industry experts! The training cost is fully covered by the Tech Orda program voucher worth 400,000 tenge, with partial funding provided by EPAM.

To get into the program, you need to undergo a preliminary competitive selection process.

The Product Management with AI program will equip you with practical skills to manage a product throughout its entire lifecycle — from identifying user needs to launching it on the market and scaling it further.

Requirements:

Knowledge of English B2+ (Upper intermediate).

Soft Skills: Solid communicator, humble leader, and team player eager to learn.

Meet the requirements of Tech Orda (epa.ms/2wVDN)

Uploaded self-presentation video.

Uploaded CV.

What you will gain from this program:

Understand the fundamentals of product management – explore key concepts, product lifecycle stages, and the responsibilities of a product manager.

Learn to communicate product ideas effectively – use storytelling techniques to align stakeholders and pitch your vision to internal teams and users.

Master the discovery phase – conduct user research, create personas, build customer journey maps, and perform strategic and competitive analysis.

Develop product positioning and strategy – define product vision, scope, and roadmap tailored to different markets and user segments.

Apply pricing and monetization techniques – select pricing models, analyze competitors, and shape your product’s value proposition.

Manage product development processes – define MVP, write product requirements, prioritize the backlog, and collaborate using Agile frameworks.

Plan and execute successful product launches – design go-to-market strategies, monitor adoption metrics, and implement feedback loops.

Drive long-term product success – select growth tactics, track product maturity, and enhance value through innovation and continuous improvement.

Benefits of our program:

Fundamental knowledge of Product Management. The course covers a wide range of essential topics, ensuring you will understand Product Management practices holistically.

Best engineering practices. You will practice and apply skills that meet up-to-date industrial standards alongside EPAM's leading experts.

Hands-on experience. We emphasize practical learning by providing hands-on exercises and real-world scenarios.",не требуется,Частичная занятость,График: 5/2,2 или 3,Удалённо,15 мая 2025,https://hh.kz/vacancy/120596000,Не указано,Не указано,2025-05-15
Senior Business Analyst,ООО Kanda CA,Алматы,Не указано,"Kanda is looking for a really strong Senior business analyst with AI experience.

! Fluent English (Advanced level) is must have !

+5 years of experience

Looking for a BA who was on at least one AI project before since this is pure AI development the BA will need to understand how to ask proper questions and document the work correctly.

Responsibilities:

Gather and analyze data for potential business expansion

Identify specific business opportunities

Influence stakeholders to support business projects

Assist with project management for selected projects

Coordinate with different departmental teams to produce better business outcomes

Test business processes and recommend improvements

Convert roadmap features into smaller user stories

Write clear and well-structured business requirements/documents

Identify automation opportunities

Create reports, dashboards, and visualizations to understand business performance

Analyze process issues and bottlenecks and to make improvements

Communicate and validate requirements with relevant stakeholders

Develop and maintain reporting tools

Perform data discovery, analysis, and modeling

Collaborate with product manager on roadmap planning and prioritization

Requirements:

Previous experience with Life Sciences is a big plus.

Great analytical, critical thinking and problem-solving abilities
Superior presentation and negotiation skills
Strong management and organizational skills
Adaptable and capable of working in fast-paced environments
Bachelor’s degree or higher in business analysis, business administration, finance or related field",более 6 лет,"Полная занятость
Возможно временное оформление",График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/120425067,Не указано,Не указано,2025-05-15
Монтажник,ТОО Коркем Телеком,Макате (атырауская область),"от 190 000 ₸ за месяц, на руки","С кем вы будете работать?

Sergek Group – это профессионалы из разных сфер: разработка ПО, искусственный интеллект, компьютерное зрение, системная аналитика, проектный и продуктовый менеджмент, монтаж оборудовании, финансы, HR, PR и многое другое.

В нашу команду требуется монтажник, готовый к интересной и ответственной работе на объектах автоматизированных пунктов контроля (АПК). Если вы умеете работать с электроинструментом, читать схемы и хотите развиваться в технической сфере — мы ждем вас!
Обязанности:
Планово-профилактические работы на АПК
Монтаж/юстировка антенн, видеокамер, лидаров, RFID
Демонтаж и замена оборудования, работа с архивом
Заявки на закуп, списание и получение материалов
Устранение неисправностей и аварий
Контроль состояния инструмента
Текущее техобслуживание участков
Требования:
Чтение схем, знание электромонтажа и СКС
Опыт работы с инструментом
Командная работа, ответственность, внимательность
Готовность к командировкам
Квалификация:
Средне-специальное или высшее профессиональное образование (желательно по направлениям электрика, механика).

Опыт работы от 1 года.

Что мы предлагаем:
• работа в стабильной компании
• предварительный инструктаж
• карьерный рост
• экстра day offs, помимо отпускных
• материальную помощь к отпуску, а также к памятным событиям",1–3 года,Частичная занятость,Не указано,Не указано,На месте работодателя или разъездной,16 мая 2025,https://hh.kz/vacancy/120613824,Не указано,от 190000 ₸,2025-05-16
CMO/Директор по маркетингу iGaming,ООО PARSEC,Алматы,Не указано,"Parsec — Мы динамично развивающаяся узбекская IT-компания, специализирующаяся на разработке программного обеспечения, создании инфраструктуры данных, аналитике и визуализации данных. Мы помогаем компаниям реализовывать смелые IT-идеи, предоставляя инновационные и масштабируемые решения, адаптированные под индивидуальные потребности клиентов.

О проекте
Мы запускаем новый iGaming‑продукт на локальном рынке. Ваша задача будет выходить за рамки стандартного привлечения трафика — предстоит активно участвовать в формировании маркетинговой стратегии, разработке требований и построении системы аналитики с самого начала совместно с продакт- и технической командой.

Обязанности:

• Создание стратегий для продвижения продукции и услуг компании.

• Анализ рынка — изучение тенденций, потребностей потребителей, конкурентной среды.

• Бюджетирование и планирование — составление бюджета на маркетинговые мероприятия и контроль его исполнения.

• Цифровой маркетинг — развитие интернет-маркетинга (SEO, SMM, контекстная реклама, email-маркетинг).

• Реклама и PR — создание рекламных кампаний, участие в PR-мероприятиях, сотрудничество с агентствами.

• Координация работы с другими отделами — взаимодействие с продажами, продуктовой командой, IT-отделом и другими для достижения общих целей.

• Отчётность и аналитика — подготовка регулярных отчетов о результатах маркетинговых активностей.

Требования:

• Опыт работы с digital marketing, а также в традиционных каналах рекламы.

• Отличные аналитические навыки и умение работать с данными.

• Лидерские качества, умение эффективно управлять командой.

• Знание английского языка на уровне для ведения деловой переписки (если это необходимо для компании).

• Креативность, стратегическое мышление и инициативность. Опыт работы с digital marketing, а также в традиционных каналах рекламы.

• Отличные аналитические навыки и умение работать с данными.

• Лидерские качества, умение эффективно управлять командой.

• Креативность, стратегическое мышление и инициативность.

Условия работы:

• ​​​​​​​Оформление: официальное трудоустройство по ТКРуз, конкурентоспособная заработная плата (обсуждается по итогам собеседования).

• График: пятидневная рабочая неделя с 9.00-18.00.

• Команда: разнопрофильные специалисты, динамичная и дружелюбная среда, открытая к инновациям.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,15 мая 2025,https://hh.kz/vacancy/119767672,Не указано,Не указано,2025-05-15
Android Development with AI Tools (Tech Orda Voucher) Trainee,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Караганда,Не указано,"Details

To get into the program, you need to undergo a preliminary competitive selection process.

The Android Development program is designed to prepare you for a career as an Android Developer. You will master Java and Kotlin and learn to create modern mobile applications for the Android platform.

During the program, you will:

Design intuitive and user-friendly mobile interfaces using modern UI development practices.
Work with APIs and manage local data to enable networking and efficient data storage in apps.
Use popular Android libraries like Android Jetpack and Dagger2, Koin to streamline development and enhance app functionality.

By the end of the program, you’ll be able to confidently apply your knowledge and build fully functional Android applications.

What you will gain from this program:

Write and execute Java programs – build a strong foundation in Java programming.
Master Kotlin – learn a modern language designed for seamless integration with Java.
Develop user-friendly interfaces – design and implement intuitive UIs, work with network requests, and manage local data storage.
Enhance your development with AI – gain expertise in Prompt Engineering and integrate AI tools into Android app development.
Build a real-world Android application – apply your knowledge by creating a capstone project, working on real-life tasks to showcase your skills.

Why choose this program?

Professional Mentorship. You will have group online sessions with a mentor twice a week and individual sessions once every two weeks. During these meetings, you’ll be able to ask questions, receive feedback on your assignments, and gain a deeper understanding of the learning material.
Hands-on Learning with Real Projects. You will gain practical experience by solving real projects-based tasks and engaging hands-on learning, preparing you for technical interviews and helping you build a strong skill set to excel in the fast-paced world of technology.
Simplified Learning Approach. We simplify complex things and boil sophisticated concepts into digestible, bite-sized content without sacrificing quality and learning experience.
Career Support & Job Readiness. We will provide you with all the necessary tools to prepare for your dream job, from resume creation to technical assessments and project defenses, ensuring you are ready for real-life interview situations.

What is required for training:

Intermediate (B1 or higher) English.
Meeting requirements of Tech Orda",не требуется,"Частичная занятость
Стажировка",График: свободный,2 или 3,Удалённо,15 мая 2025,https://hh.kz/vacancy/120580792,Не указано,Не указано,2025-05-15
