title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Коммерческий директор IT компании,ТОО IServ,Астана,Не указано,"1. Образование и сертификации

Высшее образование в области экономики, управления, бизнеса или информационных технологий.
Дополнительное образование в сфере IT-бизнеса, продаж или стратегического менеджмента приветствуется.
Сертификаты по управлению проектами (например, PMP, PRINCE2) или Agile/Scrum — плюс.

2. Опыт работы

Не менее 5 лет успешного опыта на руководящих позициях в сфере продаж или коммерческого управления в IT-компаниях.
Опыт выведения на рынок IT-продуктов или решений (например, SaaS, облачные сервисы, программное обеспечение).
Доказанный опыт достижения ключевых коммерческих показателей (рост выручки, увеличение клиентской базы, удержание клиентов).
Опыт построения и управления отделами продаж, маркетинга и партнерских программ.

3. Профессиональные навыки

Глубокое понимание рынка IT и технологий, актуальных бизнес-моделей (SaaS, PaaS, B2B/B2C и др.).
Разработка и реализация коммерческих стратегий и планов.
Владение современными инструментами управления продажами (CRM-системы, аналитика данных).
Навыки бюджетирования и управления финансовыми показателями.
Способность выстраивать эффективные взаимоотношения с ключевыми клиентами и партнерами.

4. Личностные качества

Стратегическое мышление и ориентация на результат.
Развитые лидерские качества и умение мотивировать команду.
Отличные коммуникативные и переговорные навыки.
Гибкость и адаптивность в условиях быстро меняющегося IT-рынка.
Высокий уровень самоорганизации и ответственности.

5. Дополнительные требования

Владение английским языком на уровне не ниже Upper-Intermediate (для международных проектов и взаимодействия с зарубежными клиентами).
Готовность к командировкам (если требуется).
Понимание юридических аспектов контрактов и сделок в IT-сфере — будет преимуществом.

ОБЯЗАННОСТИ

Стратегическое планирование и развитие бизнеса

Разработка и реализация коммерческой стратегии компании.
Анализ рынка, выявление новых бизнес-возможностей и направлений для роста.
Формирование и управление бюджетом коммерческого подразделения.

Управление продажами и клиентскими отношениями

Организация процесса продаж услуг по разработке ПО.
Поиск и привлечение ключевых клиентов, построение долгосрочных отношений.
Контроль выполнения планов продаж и финансовых показателей.
Ведение переговоров и заключение крупных контрактов.

Маркетинг и продвижение услуг

Определение целевых рынков и стратегий выхода на них.
Курирование маркетинговых кампаний для привлечения клиентов.
Анализ эффективности маркетинговых инициатив и каналов продвижения.

Управление командой

Постановка целей и задач для подчинённых, контроль их выполнения.
Проведение обучения и развития сотрудников для достижения коммерческих целей.

Управление проектами и операционной деятельностью

Согласование коммерческих условий проектов с отделами разработки.
Обеспечение рентабельности проектов и соблюдения сроков.
Решение конфликтных ситуаций с клиентами и внутри компании.

Финансовое планирование и отчетность

Контроль за выполнением финансовых показателей: выручка, прибыль, маржинальность.
Подготовка регулярных отчетов для топ-менеджмента и инвесторов.
Анализ показателей эффективности коммерческой деятельности.

Развитие партнерских отношений

Установление и развитие партнерских отношений с другими компаниями.
Поиск стратегических альянсов для расширения портфеля услуг.",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/119756577,Не указано,Не указано,2025-05-18
Кредитный менеджер,ТОО МФО Swiss Capital (Свисс Капитал),Алматы,"от 183 296 до 400 000 ₸ за месяц, на руки","Swiss Capital — международная микрофинансовая компания с амбициозными целями. Мы расширяем команду и ищем энергичных, надёжных сотрудников, готовых расти вместе с нами.

Почему выбирают нас?

• Стабильность международной компании;
• Обучение и поддержка с первого дня;
• Прозрачная система мотивации и карьерного роста;
• Современные инструменты и стандартизированные процессы;
• Реальная возможность влиять на развитие бизнеса.

Ваши задачи:

• Выдача микрозаймов под залог недвижимости и автомобилей;
• Распространение рекламных материалов, выполнение планов;
• Консультирование клиентов по условиям кредитования;
• Оценка платёжеспособности, проведение финансового анализа;
• Сопровождение клиентов до полного погашения займа.

Наш идеальный кандидат:

• Имеет опыт работы в МФО или банке от 1 года;
• Образование: средне-специальное или высшее;
• Легко находит подход к людям;
• Уверенный пользователь ПК;
• Ответственный, стрессоустойчивый;
• Свободно владеет русским и казахским языками.

Мы предлагаем:

• Оформление согласно ТК РК;
• Конкурентную зарплату: оклад + бонусы;
• Ежегодный оплачиваемый отпуск;
• График 5/2 с 10:00 до 19:00;
• Медицинское страхование;
• Возможность профессионального и карьерного роста.

Готовы к новым вершинам вместе с нами?
Присылайте резюме — мы ждём именно вас!",1–3 года,"Полная занятость
Стажировка",5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120120909,Не указано,183296-400000 ₸,2025-05-18
Главный бухгалтер,ТОО GLAMOUR NAILS,Алматы,Не указано,"Обязанности:

Ведение управленческого учета;
Контроль за ведением бухгалтерского, налогового учета;
Контроль сдачи налоговой и статистической отчетности;
Формирование налоговой и учетной политики с разработкой по ее реализации;
Налоговое планирование, оптимизация налоговой нагрузки;
Контроль начисления заработной платы и налогообложения;
Контроль материалов для услуг (поступление, списание ТМЦ), контроль калькуляции, корректировка калькуляции, оценка доходности услуг, анализ затрат на услуги и акции;
Контроль проведения и результатов инвентаризаций;
Оптимизация товарных остатков;
Анализ реализации услуг, доходность услуг, предложения по увеличению выручки;
Бюджетное планирование, оптимизация расходов.
Контроль за оформлением таможенных документов, начисление цен с учетом таможенных и других затрат.
Требования:

Опыт работы от 6 лет и более на аналогичной должности,

Знание программ: 1С 8.3. ;

Знание ВЭД;

Опыт работы с большим объемом информации, постановки технических задач программисту;

Аналитический склад ума.

Условия:
График работы 5/2, с 8.00-17.00
Трудоустройство в соответствии с законодательством РК
Офис в центре города",более 6 лет,Полная занятость,5/2,8,Не указано,18 мая 2025,https://hh.kz/vacancy/120590664,Не указано,Не указано,2025-05-18
QA-специалист,ТОО Ломбард Деньги населению,Костанай,Не указано,"«Деньги Маркет» является лидером среди Ломбардов и микрокредитования, не имеющая аналогов на рынке Казахстана , объединив в себе 2 направления - предоставление краткосрочных микрокредитов без залога и под залог золотых изделий, цифровой техники, автомобилей.

Мы помогаем людям в решении финансовых проблем и постоянно улучшаем качество обслуживания.

Вы готовы сделать следующий серьезный шаг в своей карьере?

Откликайтесь и становитесь частью Золотой, Технически подкованной команды!

Мы предлагаем кандидату:

Стабильную заработную плату;
Ежегодный отпуск сроком 24 календарных дня;
Социальный пакет;
Дружелюбную атмосферу;
Работу, в стабильной компании международного уровня;
Стабильную заработную плату, дважды в месяц: оклад + авансы;
Корпоративное обучение и поддержка опытными сотрудниками компании;
Широкие возможности для профессионального развития и карьерного роста;
Корпоративные мероприятия и систему поощрения активных сотрудников;
Дружный коллектив профессионалов.

Обязанности:

Проведение функционального тестирования продуктов, сайтов и мобильных приложений компании перед выкатом на продакшн.

Проверка логики работы функционала, тестирование различных сценариев использования.

Взаимодействие с разработчиками, аналитиками и другими сотрудниками компании для выявления, воспроизведения и фиксации ошибок.

Участие в разработке тест-кейсов и чек-листов для тестирования.

Документирование выявленных багов, передача их в работу разработчикам и контроль исправления.

Проведение регрессионного тестирования после внесения изменений:

Разработка чек-листов для пост-релизной настройки и тестирования

Проведение тестирования после выката изменений в продакшен.

Уведомление заинтересованных сотрудников об изменениях в связи с релизом

Полное регрессионное тестирование системы для предотвращения скрытых багов.

Требования:

Обязательные:

Опыт работы QA-специалистом от 1 года.

Умение тестировать CRM, веб-сайты и мобильные приложения.

Знание основ тестирования: виды тестирования, тест-дизайн, методы работы с баг-трекинговыми системами (JIRA, Trello, Asana и др.).

Навыки составления тест-кейсов, чек-листов и тест-планов.

Внимательность к деталям, системное мышление, ответственность, дисциплинированность.

Умение работать в команде и эффективно взаимодействовать с другими специалистами.

Желательные:

Опыт API-тестирования (Postman, Swagger).

Базовые знания SQL для проверки данных в БД.

Опыт работы в продуктовой компании.

Если ты внимательный к деталям, любишь находить ошибки и хочешь сделать продукты лучше — присоединяйся к нашей команде!

Условия:

График работы: 5/2, с 07:00 до 16:00 (по московскому времени).

Возможность удаленного формата работы.

Конкурентная заработная плата (обсуждается индивидуально на первом этапе общения с кандидатом).

Работа в динамичной продуктовой команде с возможностью влиять на качество и стабильность продуктов компании.

Перспективы профессионального роста и обучения за счет компании",1–3 года,Полная занятость,5/2,8,Не указано,18 мая 2025,https://hh.kz/vacancy/120416247,Не указано,Не указано,2025-05-18
Специалист по работе с клиентами (аналитические услуги для В2В),ТОО Data Hunters Research,Астана,"от 400 000 до 1 200 000 ₸ за месяц, на руки","О нас и кого ищем

Мы - компания Data Hunters.

Специализируемся на проведении аналитики и исследований: рынков, потребителей, конкурентов, выполняем продуктовые исследования и ценовые мониторинги.

В портфеле наших клиентов больше 200 компаний из Казахстана, стран СНГ и дальнего зарубежья. Такие как: HeadHunter, Indriver, Магнум, KFC и многие другие ТОПы своего рынка.

В связи с активным ростом мы расширяем отдел продаж, и нам нужны специалисты, имеющие опыт работы в продажах, знающих как работать в CRM-системах, умеющих находить общий язык с любым человеком!

Обязанности:

Заключение договоров с клиентами, проведение переговоров и дожим клиентов

Контроль и обеспечение платежей от заказчиков

Работа со входящими заявками (обсуждение запросов, выяснение требований и целей)

Работа с базой потенциальных клиентов

Работа с партнерами

Поддержка отношений с действующими и потенциальными заказчиками

Ведение отчетности

Требования:

Опыт работы в продажах, особенно в В2В-услугах. Будет очень здорово, если вы будете знать как происходит выбор поставщика в этом сегменте
Отличные коммуникативные и лидерские навыки
Умение работать в команде и на результат. Командная игра — наш стиль.
Знание основ маркетинга и принципов работы с клиентами.
Высокая мотивация и проактивный подход к работе.
Стремление к постоянному развитию и совершенствованию профессиональных навыков.

Готовность к обучению и освоению новых продуктов. Мы постоянно растем и развиваемся, и вам предстоит расти вместе с нами.

Желательно:

- опыт работы в исследовательских / консалтинговых компаниях опыт работы в отделах развития / аналитики / маркетинга не менее 2 лет

- знание английского языка на продвинутом уровне

Условия:

Фикс 400к (200 твердый + 200 kpi) + % от каждой сделки - бонусы от 250 до 750к - 800к тг
Возможность профессионального и личного развития, вы точно прокачаетесь в маркетинге, бизнесе и продажах
Корпоративная связь и рабочий ноутбук
Дружный и профессиональный коллектив, готовый поддержать и помочь в достижении целей. Здесь вас ждут новые друзья и соратники!

Подробности озвучиваются кандидатам в ходе личного собеседования

Первый шаг:

Начните пожалуйста ваш отклик или письмо со слов «Здравствуйте. Я готов выполнить тестовое задание» - так мы поймем что вы действительно внимательный человек и перейдем к предметному диалогу.",3–6 лет,Полная занятость,6/1,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120578763,Не указано,400000-1200000 ₸,2025-05-18
Кредитный Эксперт,АО МФО ОнлайнКазФинанс (ТМ Solva),Алматы,Не указано,"С чем предстоит работать:
Работа выездная, не офисная, необходим выезд на место бизнеса для рекламы и привлечения (работа ""в поле"" - ТД, рынки, базары - где размещен Малый и Средний бизнес)
На постоянной основе проводить прямую рекламу кредитных продуктов для привлечения клиентов субъекта МСБ;
Осуществлять подробную консультацию потенциальных клиентов субъекта МСБ по условиям кредитования для выбора условий продукта, соответствующего их потребностям;
Проводить предварительную классификацию Клиента в соответствии с требованиями Компании;
При необходимости и наличии соответствующей возможности оказывать консультационную помощь при регистрации заявки Клиента на сайте;
Проводить оценку кредитоспособности Клиента;
Осуществлять сбор и подписание оригиналов Документов, а также дополнительных документов, необходимых в соответствии с требованиями законодательства Республики Казахстан и/или внутренними документами Компании.

Если у тебя:

Опыт работы в сфере продаж;

Желательно опыт работы в сфере кредитования клиентов МСБ, прямых продажах;

Желательно знание правил долгосрочного и краткосрочного кредитования;

Опыт работы в проведении и оценке финансового анализа клиентов МСБ будет преимуществом.

Мы предлагаем:
Работу в крупном финансовом холдинге, зарекомендовавшим себя как надежный работодатель;
Профессиональный менеджмент и команда, готовая делиться опытом, идеями и вдохновлять;
Неограниченные возможности профессионального роста;
Оформление в соответствии с ТК РК;
Оклад + ежемесячные премии;
График работы: 5/2 09:00-18:00;
Отпуск 28 дней, 8 Day off;
Бесплатные курсы английского языка;
ДМС или 1FIT на выбор;
Обучение и повышение квалификации за счет компании;
Насыщенную корпоративную жизнь;
Комфортный офис в центре города.

Если ты ищешь стабильную работу, с возможностью роста и развития в успешной компании, добро пожаловать в SOLVA!",1–3 года,Полная занятость,5/2,8,Не указано,18 мая 2025,https://hh.kz/vacancy/120565004,Не указано,Не указано,2025-05-18
E-Commerce Specialist / Специалист по электронной коммерции,ТОО Starcom Kazakhstan,Алматы,Не указано,"Всем привет!

Мы расширяем команду и ищем профессионала, готового работать с крупными брендами, погрузиться в мир E-com (электронной коммерции), разрабатывать медиа планы и выстраивать эффективные коммуникации. Если ты любишь цифры, умеешь управлять процессами и готов к интересным вызовам — эта вакансия для тебя!

Чем предстоит заниматься:

Подготовка обзоров рынка e-commence;

Поиска потенциальных возможностей для клиента в размещение в среде электронной коммерции;

Разработка предложений по улучшению размещения и увеличения эффективности размещения клиента в части электронной коммерции, представленности на платформах электронной коммерции и кампаний нацеленных на перформанс (CPC, CPA, CPL);

Анализ эффективности кампаний c разработкой рекомендаций;

Сбор и анализ данных по конверсиям, ROI, CR, СРА;

Подготовка и расчет медиапланов;

Подготовка регулярных отчётов по эффективности кампаний и партнёров;

Работа с UTM-метками, проверка корректности событий;

Контроль открутки, дневных лимитов, ставок;

Контроль за качеством лидов (валидация e-mail/телефонов/сканы чеков).

Мы ожидаем от тебя:

Высшее образование в области маркетинга или экономики.
Знание принципов digital планирования; знание принципа работы в рекламных кабинетах: Google Ads; Яндекс.Директ; AdsManager Meta, Yandex Direct, DV360, TikTok Ads

Любовь к аналитике и умение обрабатывать большие объемы данных.

Ответственность, внимательность к деталям и умение укладываться в сроки.

Уверенный пользователь WS Excel.

Английский язык на уровне Intermediate и выше (будет большим плюсом).

Что мы предлагаем:

Возможность работать с топ-10 мировых рекламодателей.

Современный и уютный офис в центре города.

Профессиональный и дружный коллектив, который поддерживает развитие сотрудников.

Возможность карьерного и профессионального роста.

Официальное трудоустройство с прозрачными условиями.

Если ты готов стать частью команды, которая работает с крупнейшими брендами и создает успешные рекламные кампании, отправляй свое резюме!",3–6 лет,Полная занятость,5/2,8,Не указано,18 мая 2025,https://hh.kz/vacancy/120567760,Не указано,Не указано,2025-05-18
Кредитный менеджер,ТОО МФО Swiss Capital (Свисс Капитал),Астана,"от 190 000 до 400 000 ₸ за месяц, на руки","Swiss Capital — международная микрофинансовая компания с амбициозными целями. Мы расширяем команду и ищем энергичных, надёжных сотрудников, готовых расти вместе с нами.

Почему выбирают нас?

• Стабильность международной компании;
• Обучение и поддержка с первого дня;
• Прозрачная система мотивации и карьерного роста;
• Современные инструменты и стандартизированные процессы;
• Реальная возможность влиять на развитие бизнеса.

Ваши задачи:

• Выдача микрозаймов под залог недвижимости и автомобилей;
• Распространение рекламных материалов, выполнение планов;
• Консультирование клиентов по условиям кредитования;
• Оценка платёжеспособности, проведение финансового анализа;
• Сопровождение клиентов до полного погашения займа.

Наш идеальный кандидат:

• Имеет опыт работы в МФО или банке от 1 года;
• Образование: средне-специальное или высшее;
• Легко находит подход к людям;
• Уверенный пользователь ПК;
• Ответственный, стрессоустойчивый;
• Свободно владеет русским и казахским языками.

Мы предлагаем:

• Оформление согласно ТК РК;
• Конкурентную зарплату: оклад + бонусы;
• Ежегодный оплачиваемый отпуск;
• График 5/2 с 10:00 до 19:00;
• Медицинское страхование;
• Возможность профессионального и карьерного роста.

Готовы к новым вершинам вместе с нами?
Присылайте резюме — мы ждём именно вас!",1–3 года,"Полная занятость
Стажировка",5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120278296,Не указано,190000-400000 ₸,2025-05-18
Java Developer (Middle+),ТОО Jana Post,Алматы,Не указано,"О компании:
Jana Post – динамично развивающаяся компания, предоставляющая современные решения в области логистики и электронной коммерции. Мы ценим инновации, качество и развитие наших сотрудников.

Основные навыки:

Опыт коммерческой разработки на Java 17 и Spring Framework 3 (от 3 лет).

Владение Maven и умение управлять зависимостями.
Опыт проектирования реляционных (PostgreSQL) и NoSQL (MongoDB, Redis, Elasticsearch) баз данных.

Микросервисная архитектура и многопоточность:

Опыт в микросервисных систем.
Владение Kafka и принципами работы с брокерами сообщений.
Разработка многопоточных Java-приложений
Знание принципов OOP, SOLID

DevOps и инфраструктура:

Опыт работы с Docker, Kubernetes, CI/CD, Prometheus, S3.
Знание сетевых протоколов (TCP/IP, HTTP, TLS), шифрования, CDN, DNS.

Процессы и инструменты:

Опыт работы в Agile/Scrum-командах.
Отличное понимание Git
Умение проводить код-ревью
Понимание принципов логирования и мониторинга работы приложений.
Опыт работы с JUnit, SOAP.
Владение UNIX-based операционными системами.

Условия:

Современный офис в Алматы и комфортные условия для работы.
Вовлечённая и развивающаяся команда, готовая учиться и расти.
График работы 5/2;
Бесплатный кофе, чай;
Интересная корпоративная культура и дружный коллектив;
Корпоративные мероприятия за счет компании;
Обучение в рамках корпоративной стратегии развития компании
Карьерный рост в динамичной Компании.",3–6 лет,Полная занятость,5/2,8,На месте работодателя,18 мая 2025,https://hh.kz/vacancy/120413254,Не указано,Не указано,2025-05-18
Бизнес/Системный аналитик (Full Stack Analityc),ТОО Inter Solutions,Астана,"от 800 000 до 1 100 000 ₸ за месяц, на руки","Обязанности:

Анализировать требования к системам, их производительности и эффективности;

Составлять технические спецификации на основе потребностей бизнеса и возможностей технических систем;

Разрабатывать решения и планы, которые помогут улучшить производительность и эффективность информационных систем;

Создавать прототипы и тестировать новые системы и приложения;

Работать с командой разработчиков для создания новых систем и приложений, а также для улучшения существующих

Требования:

Опыт работы в области бизнес/системного анализа не менее 3 лет

Знание языков программирования, баз данных и средств разработки

Опыт работы с Agile-методологиями разработки ПО

Опыт работы с командами разработчиков и технической поддержки

Опыт в создании технических спецификаций и документации

Опыт работы с ERP-системами будет преимуществом",3–6 лет,"Полная занятость
Возможно временное оформление",5/2,8,На месте работодателя или гибрид,18 мая 2025,https://hh.kz/vacancy/120662304,Не указано,800000-1100000 ₸,2025-05-18
